"GEO","TIME","AGE","SEX","NACE_R2","UNIT","Value"
"Finland","2008Q3","From 15 to 64 years","Total","Construction of buildings","Thousand","72.6"
"Finland","2008Q3","From 15 to 64 years","Total","Civil engineering","Thousand","22.3"
"Finland","2008Q3","From 15 to 64 years","Total","Specialised construction activities","Thousand","99.6"
"Finland","2008Q3","From 15 to 64 years","Total","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","44.4"
"Finland","2008Q3","From 15 to 64 years","Total","Wholesale trade, except of motor vehicles and motorcycles","Thousand","100.0"
"Finland","2008Q3","From 15 to 64 years","Total","Retail trade, except of motor vehicles and motorcycles","Thousand","164.8"
"Finland","2008Q3","From 15 to 64 years","Total","Land transport and transport via pipelines","Thousand","75.5"
"Finland","2008Q3","From 15 to 64 years","Total","Water transport","Thousand","11.3"
"Finland","2008Q3","From 15 to 64 years","Total","Air transport","Thousand","10.4"
"Finland","2008Q3","From 15 to 64 years","Total","Warehousing and support activities for transportation","Thousand","30.7"
"Finland","2008Q3","From 15 to 64 years","Total","Postal and courier activities","Thousand","24.1"
"Finland","2008Q3","From 15 to 64 years","Total","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","16.3"
"Finland","2008Q3","From 15 to 64 years","Total","Food and beverage service activities","Thousand","73.4"
"Finland","2008Q3","From 15 to 64 years","Total","Publishing activities","Thousand","18.4"
"Finland","2008Q3","From 15 to 64 years","Total","Motion picture, video and television programme production, sound recording and music publishing activities","Thousand","5.3"
"Finland","2008Q3","From 15 to 64 years","Total","Programming and broadcasting activities","Thousand","4.7"
"Finland","2008Q3","From 15 to 64 years","Total","Telecommunications","Thousand","16.0"
"Finland","2008Q3","From 15 to 64 years","Total","Computer programming, consultancy and related activities","Thousand","45.2"
"Finland","2008Q3","From 15 to 64 years","Total","Information service activities","Thousand","4.3"
"Finland","2008Q3","From 15 to 64 years","Total","Financial service activities, except insurance and pension funding","Thousand","35.5"
"Finland","2008Q3","From 15 to 64 years","Total","Insurance, reinsurance and pension funding, except compulsory social security","Thousand","10.2"
"Finland","2008Q3","From 15 to 64 years","Total","Activities auxiliary to financial services and insurance activities","Thousand","6.7"
"Finland","2008Q3","From 15 to 64 years","Total","Real estate activities","Thousand","20.0"
"Finland","2008Q3","From 15 to 64 years","Total","Legal and accounting activities","Thousand","19.6"
"Finland","2008Q3","From 15 to 64 years","Total","Activities of head offices; management consultancy activities","Thousand","16.5"
"Finland","2008Q3","From 15 to 64 years","Total","Architectural and engineering activities; technical testing and analysis","Thousand","61.2"
"Finland","2008Q3","From 15 to 64 years","Total","Scientific research and development","Thousand","25.3"
"Finland","2008Q3","From 15 to 64 years","Total","Advertising and market research","Thousand","12.9"
"Finland","2008Q3","From 15 to 64 years","Total","Other professional, scientific and technical activities","Thousand","14.2"
"Finland","2008Q3","From 15 to 64 years","Total","Veterinary activities","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Rental and leasing activities","Thousand","4.4"
"Finland","2008Q3","From 15 to 64 years","Total","Employment activities","Thousand","8.8"
"Finland","2008Q3","From 15 to 64 years","Total","Travel agency, tour operator and other reservation service and related activities","Thousand","5.2"
"Finland","2008Q3","From 15 to 64 years","Total","Security and investigation activities","Thousand","10.0"
"Finland","2008Q3","From 15 to 64 years","Total","Services to buildings and landscape activities","Thousand","60.8"
"Finland","2008Q3","From 15 to 64 years","Total","Office administrative, office support and other business support activities","Thousand","11.7"
"Finland","2008Q3","From 15 to 64 years","Total","Public administration and defence; compulsory social security","Thousand","117.0"
"Finland","2008Q3","From 15 to 64 years","Total","Education","Thousand","160.3"
"Finland","2008Q3","From 15 to 64 years","Total","Human health activities","Thousand","178.4"
"Finland","2008Q3","From 15 to 64 years","Total","Residential care activities","Thousand","75.5"
"Finland","2008Q3","From 15 to 64 years","Total","Social work activities without accommodation","Thousand","127.0"
"Finland","2008Q3","From 15 to 64 years","Total","Creative, arts and entertainment activities","Thousand","15.8"
"Finland","2008Q3","From 15 to 64 years","Total","Libraries, archives, museums and other cultural activities","Thousand","10.8"
"Finland","2008Q3","From 15 to 64 years","Total","Gambling and betting activities","Thousand","3.2"
"Finland","2008Q3","From 15 to 64 years","Total","Sports activities and amusement and recreation activities","Thousand","21.4"
"Finland","2008Q3","From 15 to 64 years","Total","Activities of membership organisations","Thousand","44.0"
"Finland","2008Q3","From 15 to 64 years","Total","Repair of computers and personal and household goods","Thousand","6.2"
"Finland","2008Q3","From 15 to 64 years","Total","Other personal service activities","Thousand","24.2"
"Finland","2008Q3","From 15 to 64 years","Total","Activities of households as employers of domestic personnel","Thousand","8.6"
"Finland","2008Q3","From 15 to 64 years","Total","Undifferentiated goods- and services-producing activities of private households for own use","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","Activities of extraterritorial organisations and bodies","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Total","No response","Thousand","11.8"
"Finland","2008Q3","From 15 to 64 years","Total","Unknown NACE activity","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Crop and animal production, hunting and related service activities","Thousand","54.2"
"Finland","2008Q3","From 15 to 64 years","Males","Forestry and logging","Thousand","20.5"
"Finland","2008Q3","From 15 to 64 years","Males","Fishing and aquaculture","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Mining of coal and lignite","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Extraction of crude petroleum and natural gas","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Mining of metal ores","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Other mining and quarrying","Thousand","5.0"
"Finland","2008Q3","From 15 to 64 years","Males","Mining support service activities","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of food products","Thousand","17.0"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of beverages","Thousand","2.7"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of tobacco products","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of textiles","Thousand","3.7"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of wearing apparel","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of leather and related products","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Thousand","27.6"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of paper and paper products","Thousand","20.4"
"Finland","2008Q3","From 15 to 64 years","Males","Printing and reproduction of recorded media","Thousand","9.3"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of coke and refined petroleum products","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of chemicals and chemical products","Thousand","8.5"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of basic pharmaceutical products and pharmaceutical preparations","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of rubber and plastic products","Thousand","10.1"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of other non-metallic mineral products","Thousand","11.1"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of basic metals","Thousand","16.0"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of fabricated metal products, except machinery and equipment","Thousand","47.5"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of computer, electronic and optical products","Thousand","28.4"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of electrical equipment","Thousand","14.8"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of machinery and equipment n.e.c.","Thousand","48.3"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of motor vehicles, trailers and semi-trailers","Thousand","5.6"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of other transport equipment","Thousand","12.6"
"Finland","2008Q3","From 15 to 64 years","Males","Manufacture of furniture","Thousand","9.4"
"Finland","2008Q3","From 15 to 64 years","Males","Other manufacturing","Thousand","5.1"
"Finland","2008Q3","From 15 to 64 years","Males","Repair and installation of machinery and equipment","Thousand","16.6"
"Finland","2008Q3","From 15 to 64 years","Males","Electricity, gas, steam and air conditioning supply","Thousand","10.0"
"Finland","2008Q3","From 15 to 64 years","Males","Water collection, treatment and supply","Thousand","2.5"
"Finland","2008Q3","From 15 to 64 years","Males","Sewerage","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Waste collection, treatment and disposal activities; materials recovery","Thousand","5.5"
"Finland","2008Q3","From 15 to 64 years","Males","Remediation activities and other waste management services","Thousand",":"
"Finland","2008Q3","From 15 to 64 years","Males","Construction of buildings","Thousand","67.0"
"Finland","2008Q3","From 15 to 64 years","Males","Civil engineering","Thousand","20.2"
"Finland","2008Q3","From 15 to 64 years","Males","Specialised construction activities","Thousand","93.3"
"Finland","2008Q3","From 15 to 64 years","Males","Wholesale and retail trade and repair of motor vehicles and motorcycles","Thousand","38.8"
"Finland","2008Q3","From 15 to 64 years","Males","Wholesale trade, except of motor vehicles and motorcycles","Thousand","69.2"
"Finland","2008Q3","From 15 to 64 years","Males","Retail trade, except of motor vehicles and motorcycles","Thousand","50.8"
"Finland","2008Q3","From 15 to 64 years","Males","Land transport and transport via pipelines","Thousand","66.7"
"Finland","2008Q3","From 15 to 64 years","Males","Water transport","Thousand","6.4"
"Finland","2008Q3","From 15 to 64 years","Males","Air transport","Thousand","5.6"
"Finland","2008Q3","From 15 to 64 years","Males","Warehousing and support activities for transportation","Thousand","22.2"
"Finland","2008Q3","From 15 to 64 years","Males","Postal and courier activities","Thousand","12.5"
"Finland","2008Q3","From 15 to 64 years","Males","Air transport; accommodation; travel agency, tour operator reservation service and related activities","Thousand","5.8"
"Finland","2008Q3","From 15 to 64 years","Males","Food and beverage service activities","Thousand","16.4"
